AnonymousPro,1920,1920,4749,4544,1.045114437,4763,6336,0.751736111,2752,5158,4308.25,4544,8256,6043.076923,0.434343434,1.066461268,0.731438897,661,661,3664,5456,3536,1.212170443,1.346153846,20224,40704.07342,30383.017,3616,40704.07342,23251.73227,15267.39069,40704.07342,26908.83927,0.017914016,2.802373821,1.882094103,0.009424778,0.044026326,0.021258421,1.351110947,2.70116525,2.056263328,2892626.18,6543161.62,4626119.131,0.116519066,0.248857712,0.180780543,704,704,704,681.1151949,594.2828602,1.146112803,2.462120429,2.255461316,1.654660181,1.657914971,3.64821365,1.506598289,1.675339171,5.075142066,1.568718105,3.745353925,1.45726663,5.067133338,1.327374529,0.514072059,2.077336837,0.251466403,1.222327488,3.137354959,0.572957795,1.900676443,0.233959359,3.086419005,-3.141590839,5626836.412,-1.570794512,564963.8824
ArchivoNarrow-Regular,2134,1792,3978,5248,0.758003049,5382,6848,0.785922897,814,7531,4026.25,5248,9024,6670.384615,0.11255531,1.12023628,0.614263306,19,59,4626.609375,6226.609375,3602.609375,1.204984932,1.365384615,15289.67059,55839.68255,30077.28351,3548,55839.68255,22784.37375,12124,55839.68255,26745.01558,0.025327301,2.540267374,1.637865479,0.006283185,0.041388317,0.018421444,1.100715023,2.64040845,1.967182519,2526583.914,10642963.7,5930259.692,0.128590858,0.499994167,0.236617877,814,878,819,917.2006437,847.7225113,1.081958579,2.30752998,2.151090129,2.081981192,1.210546479,2.534030771,1.078248638,2.276046595,6.436460445,1.132546219,2.661367477,1.0336948,6.611417709,1.972267491,0.050932768,1.407219649,0.035017274,1.507519126,4.205880463,0.114591559,1.211398529,0.054114274,3.765003746,-3.141590755,4800956.844,-1.570794428,178301.0064
ArialRoundedMTBold,2112,2112,4672,5440,0.858823529,5696,7424,0.767241379,1344,9024,5332.538462,5184,9344,6920.807692,0.181034483,1.411764706,0.78601617,320,512,4148.265625,6132.265625,4138.265625,1.047538424,1.346153846,16375.88377,53665.20009,31750.0095,4162.287391,53665.20009,23813.82729,12404.15128,53665.20009,28496.94713,0.023211699,2.881495819,1.474618206,0.006283185,0.027480528,0.017809295,1.684753184,2.699173665,2.291035966,4145091.939,17270506.77,9615307.78,0.174956133,0.480183787,0.269948405,1344,1472,1344,1486.541834,1177.463151,1.262495418,2.549241996,2.497950963,2.071945643,1.920507882,2.719873541,1.80419095,2.06701168,5.092206216,1.864773382,2.711912607,1.783531077,5.020387348,1.626743544,0.853183608,1.050556448,0.579437106,1.650583329,2.983650157,0.929579574,1.015539175,0.555562271,3.079109667,-3.141527163,5471059.082,-1.570730836,464967.1548
ArialUnicodeMS,2112,2112,4864,5184,0.938271605,6528,7168,0.910714286,896,9152,4990.769231,5184,9280,6803.692308,0.125,1.37654321,0.747918252,128,128,6230.4375,8214.4375,6102.4375,1.126788556,1.346153846,16000,58428.08481,32861.6684,3840,58428.08481,24998.57981,12160,58428.08481,29095.47453,0.02016056,2.530155465,1.74098712,0.006283185,0.028365612,0.018179927,1.101605451,2.693463016,2.01133276,2781184,11828287.11,6819293.56,0.122706244,0.499998,0.21754145,896,960,896,975.6075609,851.060787,1.146342983,2.429160006,2.229398546,1.874649273,1.476299904,3.081542395,1.337677382,1.839400994,5.844182255,1.395111765,3.105410857,1.305881443,5.796184056,1.335641346,0.5411284,1.489795415,0.025466384,1.590286069,3.603643893,0.514070466,1.341746269,0.057300559,3.824866078,-3.141591976,5298438.28,-1.57079565,212475.1279
Arimo-Bold,1984,2112,5427,5248,1.034108232,6480,6848,0.946261682,1370,9388,5328.326923,5248,9280,6688,0.189435841,1.484756098,0.813006087,152,137,4651.023438,6251.023438,4075.023438,1.206120652,1.346153846,16572,55681.53116,32391.04327,4758,55681.53116,24317.94646,13236,55681.53116,29211.34031,0.022754949,2.804091972,1.830509128,0.006283185,0.030304539,0.018241113,1.179100421,2.687572854,2.028224426,4286004.463,16362680.39,9352922.078,0.172075047,0.5,0.274934534,1370,1438,1370,1471.531086,1153.305467,1.275924834,2.394530631,2.236979928,2.040250071,1.293172945,3.387139004,1.149821976,2.129273285,5.58627637,1.202427544,3.509716987,1.124365151,5.633896995,1.34487998,0.448818533,1.876677344,0.030241032,1.373507159,3.328482681,0.67004231,1.652270467,0.235549316,3.363476057,3.141590146,5269620.438,-1.570798834,457611.461
Arimo-BoldItalic,1984,2048,6343,5248,1.208650915,7612,6848,1.111565421,2769,9390,6002.807692,5248,9280,6683.076923,0.383573009,1.54594494,0.913075924,-1010,-784,4651.023438,6251.023438,4075.023438,1.345749897,1.346153846,16825.06442,56945.13844,32673.62783,4795.340361,56945.13844,24555.70889,13429.51453,56945.13844,29452.52319,0.029070157,2.821143936,1.880917051,0.006283189,0.030829789,0.018227113,1.145772309,2.683878023,2.016281879,4290385.967,15996759.57,9331585.694,0.160428258,0.299680217,0.234111714,1504.097662,1567.148193,1496.486335,1569.277872,1227.478053,1.27845697,2.381213552,2.2215841,6.377808547,1.58457306,3.431735844,0.985766526,1.124366744,6.446296153,1.466796809,3.512882561,0.993754543,1.13235954,3.096790363,0.830791989,1.843374291,0.028651076,1.241408556,3.30210024,0.897633879,1.599870415,0.050929582,1.432394488,2.932268268,5464317.024,-1.780120712,439158.2902
Arizonia-Regular,4032,3200,5535,4448,1.244379496,9408,7626,1.233674272,3264,14848,7063.442308,2848,9920,6225.730769,0.681487743,2,1.168518684,-4416,-2399,4874,8052,6838,1.114482406,1.403846154,16575.27807,84387.69276,39882.95791,2701.392638,84387.69276,29283.04349,13873.88543,84387.69276,35305.62055,0.645438863,3.033282528,2.336205053,0.018370132,0.048864473,0.031216171,1.904946717,2.601328852,2.341491658,1437642.548,11602759.26,4668991.257,0.053513471,0.191225171,0.112086651,1149.663637,719.2507633,2114.610152,761.2816247,1052.011005,0.723644165,2.39121478,2.374875538,3.82724464,6.065668902,1.745504357,1.009807048,0.882325372,3.833448337,6.129596934,1.675385373,0.939678505,0.94768086,1.716080606,3.528087514,1.012698601,0.460153742,0.491921005,1.695422327,3.450013969,1.08119258,0.480829546,0.407544988,2.67687741,7734891.39,-2.035511571,2757778.948
Arvo-Bold,2624,2304,5376,5056,1.063291139,7140,7360,0.970108696,2372,11333,6086.134615,5056,9856,6995.269231,0.240665584,1.901234568,0.898723836,492,640,4988.632813,7292.632813,4860.632813,1.205077506,1.346153846,21561.29778,65920.44229,36145.36091,4987.296747,65920.44229,27488.92224,16989.69714,65920.44229,33423.62711,0.022710877,2.746673704,1.781921709,0.01257895,0.044026324,0.027179398,1.387302264,2.706104851,2.071711129,6588181.153,23926659.61,12504990.3,0.236444136,0.383281533,0.298885061,1472,1600,1600,1688.002583,1567.118977,1.077137479,2.394295074,2.168710716,1.226388408,1.452421883,4.700493879,1.243777559,1.293174538,4.877311993,1.340970408,4.746650405,1.305916492,4.86923476,1.047298472,0.289811752,2.6218889,0.238883763,0.646231202,3.27762479,0.461694311,2.391115826,0.347112311,3.002283552,-3.141587221,6994614.468,-1.570790895,1197825.194
Arvo-BoldItalic,2624,2304,6592,5056,1.303797468,9371,7360,1.273233696,3158,11960,6910.5,5056,9984,7036.076923,0.412439123,1.825949367,1.009913495,-1557,-576,4988.632813,7292.632813,4860.632813,0.969288,1.365384615,22276.51384,66741.17628,36231.68546,4876.725288,66741.17628,26915.89551,16859.49408,66741.17628,33118.19148,0.029239017,2.760750349,1.972446335,0.01257895,0.0439823,0.026550684,1.351806879,2.695585788,2.057476782,6647694.579,25943914.56,13101993.99,0.178358967,0.350105602,0.27303784,1821.479152,1878.000814,1778.884522,1945.825362,1838.128407,1.05859055,2.377334665,2.12171634,5.398038609,1.720082581,4.224856384,1.266158026,0.84414571,5.48572677,1.622910442,4.377626011,1.154790988,0.962004805,3.166388389,0.590552462,2.4483431,0.179888101,0.60011769,3.518139931,0.50304114,2.273237614,0.183068013,0.861168439,2.880685244,7420698.321,-1.831703737,1228825.966
Arvo-Italic,2624,2304,5812,5056,1.149525316,8241,7360,1.119701087,2464,11406,6339.692308,5056,9984,7020.576923,0.329059829,1.686523438,0.92606513,-1061,-256,4988.632813,7292.632813,4860.632813,1.060012129,1.365384615,19884.3756,70915.59735,37041.95104,4028.312851,70915.59735,28071.51196,15856.06275,70915.59735,33001.44707,0.022329129,2.732885698,1.977371659,0.01257895,0.0439823,0.02659125,1.294769194,2.696356244,2.064062916,3876663.414,15771636.39,8277274.563,0.120347269,0.263517331,0.190170433,1165.114442,1185.546182,1135.462394,1172.104606,1061.596566,1.104096079,2.383803285,2.176979232,5.795384298,1.783795538,3.661301316,1.315387725,0.930100532,5.903678165,1.669133881,3.755236189,1.238986979,1.003335703,3.165086792,0.695538964,2.182716846,0.060510741,0.933106792,3.386436428,0.658942886,2.042563314,0.097122751,1.101919365,2.951643631,7294023.13,-1.76074535,633267.6063
Asap-Regular,2368,2144,4416,5248,0.841463415,5696,7040,0.809090909,869,8512,4511.538462,5248,9696,6784,0.118644068,1.328219697,0.681831631,384,384,4420,6212,4068,1.107710418,1.365384615,15208.09688,55049.31899,30255.9681,3412.176454,55049.31899,22690.94382,11795.69984,55049.31899,26685.57803,0.093928115,2.625065965,1.477908439,0.006283185,0.039017745,0.017576626,1.377671176,2.646513244,2.117271776,2680267.463,11680171.31,6113532.321,0.128461067,0.495261021,0.211055813,869,869,869,879.1300509,823.0955974,1.068077698,2.427411302,2.403333069,1.560927855,1.729635389,2.905142326,1.367991846,2.041770111,5.506740652,1.672314113,2.954399006,1.363306503,5.954112525,1.642529993,0.620736141,1.214471701,0.402693869,1.6234314,3.350773931,0.612778394,1.130119582,0.409060067,3.3173498,-3.141592628,4824579.014,-1.570796301,174114.3682
Asset,3200,2624,12928,5120,2.525,14912,6272,2.37755102,6624,20032,13468.01923,5056,10464,6529.807692,0.633027523,3.771084337,2.127034582,768,448,6228,7380,4308,0.735591059,1.365384615,33234.42615,79113.1718,55725.18019,6192.1374,76158.69371,41103.36126,28554.72161,76158.69371,52084.42075,0.069582472,3.134708929,1.911560387,0.01257895,0.045062521,0.02847583,1.846876782,2.594421594,2.193796514,16152987.87,38634806.39,26421009.44,0.22567099,0.367338834,0.304169061,4293.830234,5074.379493,4934.113566,5699.68632,874.2334962,6.519638454,2.320213312,2.32216864,1.39351703,1.479447954,6.992901777,1.251767169,1.640344202,2.293513539,1.08937974,7.401968216,1.282119721,2.231380979,0.80717843,0.816783487,3.832169043,0.362954521,0.783302002,1.453527524,0.815182378,3.604529681,0.573080467,1.275237346,1.570752528,10761187.79,-4.38E-05,7159177.799
Astloch-Bold,2240,1728,3655,7744,0.471978306,7559,7616,0.992515756,1500,10979,5368.173077,6016,9595,7721.557692,0.187734668,1.406842645,0.697419592,-296,256,4722.867188,4594.867188,4594.867188,2.239693617,1.923076923,17796.80111,84325.73641,42485.79608,8,61386.65205,15881.28483,13603.88542,82685.59675,38172.30446,1.541693367,2.902655326,2.026927373,0.008442251,0.079070403,0.036934781,1.784265389,2.689411434,2.409962923,3139169.94,17732865.41,8941441.252,0.132142183,0.287974316,0.219892977,832,5291.442068,832,972.9539478,858.859832,1.132843698,2.336611011,2.405833732,2.382966901,2.983482877,0.35680977,1.401744018,2.559549231,6.191523979,2.859243246,0.66107929,1.447892579,6.212048435,1.116021863,1.329208236,0.421843443,0.910610025,1.313321419,3.34463396,1.111100646,0.445673669,1.042769167,3.28876245,-3.057311915,5567228.709,-1.486515588,4484534.008
AveriaLibre-LightItalic,2784,2368,4592,4608,0.996527778,6396,6720,0.951785714,1911,8019,4878.346154,4256,8645,6323.596154,0.269003378,1.419234155,0.792164519,-23,145,5213.59375,7325.59375,5085.59375,1.005958873,1.346153846,14125.92935,46177.64567,28047.06381,3309.516694,46177.64567,21317.28554,11024.08349,46177.64567,24611.90163,0.037820846,1.948724025,0.573051631,0.010393136,0.027776017,0.018706449,1.751536402,2.67817244,2.377284745,2409249.649,9029119.555,5050752.14,0.10655224,0.221223872,0.167736517,866.2566794,948.4885168,886.9580453,970.2428259,709.4608013,1.367577778,2.55057063,2.520906535,5.493740277,2.449300579,2.301380477,1.301125912,1.680029383,5.844089853,2.433383491,2.223332422,1.293220739,2.036737192,2.832056268,1.373782773,0.932815246,0.499838924,1.552088883,2.784379884,1.45334272,0.835690903,0.397955863,1.661993416,2.957014721,5260797.54,-1.755374259,256730.9888
AveriaSansLibre-Italic,2560,2368,4811,4864,0.989103618,6240,6784,0.919811321,1906,8112,4832.096154,4480,8704,6429.865385,0.265904018,1.414010067,0.771294319,-144,-31,5589.046875,7509.046875,5525.046875,1.071303062,1.346153846,14698.3977,45290.52527,27570.13729,3719.164883,45290.52527,20819.8393,11087.48855,45290.52527,24262.29791,0.032392673,1.810053339,0.652853561,0.007406829,0.023752554,0.016591832,1.50540459,2.667546491,2.253812938,2842052.503,9642610.859,5846549.466,0.131443732,0.2506861,0.192086035,999.7979368,1059.917418,988.0882492,1090.671461,890.5812425,1.22467374,2.503834445,2.469473389,6.061980777,2.199234548,2.439612679,1.347081703,1.337655078,6.187899579,2.270828782,2.402962434,1.251642904,1.557441842,2.928922523,1.306713063,0.975742473,0.315161836,1.637812698,3.064207411,1.176207603,0.940737945,0.275363542,1.703075784,2.973193404,4903932.456,-1.739195576,254901.1242
AveriaSerifLibre-Italic,2912,2336,4763,4480,1.063169643,7196,6752,1.065758294,2272,8897,5315.923077,4416,8960,6392.307692,0.31277533,1.495923913,0.851972567,-357,241,5601.515625,7873.515625,5377.515625,1.097499866,1.365384615,15373.89937,51584.77205,29865.35823,3700.081599,51584.77205,22572.87793,12730.03042,51584.77205,26521.08876,0.046968308,1.784201526,0.777420264,0.012680283,0.034391728,0.021600169,1.923693789,2.671475459,2.427422437,3110796.348,11116890.55,6048860.341,0.114510797,0.251981443,0.183096715,1055.102402,1145.79062,1045.975045,1176.302982,686.2490628,1.714105047,2.580364276,2.575578341,5.185333777,2.844368409,2.205857574,1.313871366,1.678535181,5.565879765,2.702754033,2.215424449,1.391817338,1.952498434,2.516813182,1.518642447,1.211430392,0.517349154,1.384936364,2.58377615,1.658673307,0.91850564,0.555603693,1.45821455,2.933010718,6177918.85,-1.779378262,455720.6792
BadScript-Regular,7360,4448,3680,5216,0.705521472,7488,10048,0.74522293,1856,11040,5332.865385,5056,14048,8961.807692,0.220394737,1.12195122,0.597226407,-1216,-256,9663.914063,14495.91406,10559.91406,1.806798265,1.365384615,14945.33318,81024.02475,39353.15127,2438.723994,81024.02475,29740.33127,12493.25959,81024.02475,35889.56069,0.103093359,3.07057738,1.878727394,0.010712273,0.049188088,0.023868224,1.507128021,2.646254668,2.170445343,1490715.071,9675980.009,4552986.597,0.043281354,0.195536848,0.10698003,677.8309027,661.1733469,1658.408306,663.9722376,702.6334491,0.944976699,2.315191987,2.394437876,8.188486048,2.124631302,1.179961165,0.683126841,1.415655482,8.151827831,2.135807174,1.138552191,0.670429533,1.367862757,3.512734399,1.054029499,0.767297292,0.356706215,1.468018749,3.501601518,1.069944994,0.741827722,0.374214852,1.477569639,2.926066749,12129368.15,-1.786322231,246632.433
Bello-Pro,3370,2900,5753,5030,1.143737575,8252,8000,1.0315,3234,11260,6118,4650,10230,7386.538462,0.44556701,1.528842105,0.844447575,-412,-1106,4000,6970,4180,1.191190615,1.557692308,20567.43995,62044.43069,36587.13408,2818.926935,62044.43069,19933.57717,15809.3771,62044.43069,33011.50182,0.53788146,3.099506953,1.894388834,0.012684257,0.041841354,0.028639925,2.183799797,2.639068344,2.459584061,5374295.511,20915204.99,11650047.36,0.169251088,0.342653732,0.261924491,1632.66604,1774.891923,2399.719467,2443.671533,2499.004545,0.977857979,2.474690758,2.540199023,5.994982759,2.786654891,2.122508802,0.662384074,2.065066453,5.859756817,2.695823461,2.281752961,0.740440094,1.846970014,2.75053357,1.612425971,1.122153869,0.340620255,1.321140562,2.884191859,1.317982954,1.281326336,0.50457693,1.188992572,2.854724845,7480304.704,-1.857664135,1778566.705
BenchNine-Regular,2176,2016,2686,4928,0.545048701,3403,7040,0.483380682,663,5036,2783.557692,4928,9120,6606.769231,0.094176136,0.859375,0.430725088,494,403,6338.90625,8450.90625,5218.90625,1.364887109,1.365384615,13773.87718,50499.06564,26357.80593,3239.825482,50499.06564,19766.50717,10918.3048,50499.06564,23316.07977,0.052123454,2.753642445,1.201876967,0.006283185,0.038427774,0.01805511,1.205921896,2.631279611,1.922526061,1886825.022,8227835.033,4280634.213,0.167802931,0.498670544,0.242758399,663,785,785,787.4684494,589.1086663,1.336711704,2.270540954,1.968936602,3.165085789,1.040108776,1.725047167,0.960552025,2.922623585,6.913273883,0.949364994,1.78709684,1.008365448,6.584821818,2.274623648,0.103484169,0.98857205,0.105067753,1.798758333,4.209863319,0.100291511,0.889900765,0.132130466,3.721252864,3.141576278,4859595.598,-1.570812702,143423.5129
Bentham-Regular,2688,2304,4690,3840,1.221354167,6552,6144,1.06640625,1984,9655,4974.038462,3840,8448,5810.903846,0.317948718,1.790428212,0.88493499,565,503,5877.484375,8181.484375,5845.484375,1.626494522,1.384615385,16383.19944,56278.85581,31999.77674,3606.26023,56278.85581,24251.27612,12774.62447,56278.85581,28545.88607,0.028361879,2.985774268,1.825300164,0.01257895,0.05155099,0.029503719,1.752162639,2.700324861,2.288365625,2203337.072,7943909.25,4452847.876,0.105427027,0.217988047,0.159361344,778.657682,968.183282,896,1130.181825,234.4386574,4.820799766,2.54209727,2.463038673,3.067006563,1.858411964,3.213360605,1.609919958,2.742035747,4.175316022,1.632352999,3.52212916,1.531965899,3.703841409,1.576454405,0.846787141,2.173409707,0.477538114,1.296416583,2.527053902,0.79749053,1.955149174,0.547647539,2.125997784,3.136953196,5183482.628,-1.575435785,425362.0237
Bevan,2842,1949,5498,5234,1.050439434,8892,7925,1.122018927,2974,12099,6685.634615,5234,9903,7282.115385,0.300313036,1.767863966,0.939990399,157,323,8139.453125,10830.45313,8803.453125,1.38392948,1.346153846,21822.49896,64167.96572,37086.41756,3432.164715,64167.96572,27712.62249,17656,64167.96572,34755.16067,0.115711271,2.747063577,1.808351365,0.012601438,0.043982297,0.02757191,1.394621571,2.650614291,2.085900062,4334477.213,33408214.83,17349317.14,0.17050743,0.412404392,0.354419659,2417,2802,2451.82059,2980.935438,1806.821314,1.649823043,2.340792815,2.193482893,1.616297308,1.258087166,4.444227337,1.100525365,1.747138921,4.897724929,1.248636644,4.496767586,1.181680048,5.065255023,0.786282772,0.467972886,2.683639106,0.175126197,0.778326618,3.140466367,0.553911776,2.384432593,0.133744319,3.220042245,3.136054185,8467626.565,-1.576334795,2570982.047
